Content;Likes;Date;Location
When they need firewood for their stoves, the villagers of northeastern Tanzania tend to use branch-wood trees from their farms instead of venturing into the rainforest. The subsistence farmers we met understood, better than most, the true price of deforestation – a price whose currency is the temperature of the air, the regularity of the rain, and the fertility of the soil.#climateaction #restoration #reforestation #landscapes #trees #sustainability #climatechange #rainforest #tanzania #africanrainforest;492 likes;May 11, 2017;
The Usambara mountain range of northeastern #Tanzania is one of the wildest, most beautiful places we have ever seen. 🌴 Almost a third of its animal life is found nowhere else on our planet. This year alone, we'll plant 3 million #trees in this #biodiversty hotsport – thanks to your #Ecosia searches 💚#Reforestation #Africa #Tanzania #Usambara #Rainforest #AfricanRainforest #Sustainability #ClimateChange #ClimateAction #Landscapes #Restoration;672 likes;May 5, 2017;
"The local villages play a major role in our new reforestation project in Tanzania. Not only do they determine new planting sites in and around their villages; often, they take care of the seedlings themselves.#Trees #Reforestation #Empowerment #Africa #Tanzania #Usambara #Rainforest #AfricanRainforest #Sustainability #ClimateChange #ClimateAction #Landscapes #Restoration";625 likes;May 4, 2017;
Our new reforestation project in Tanzania has educational virtues: some of its nurseries are managed by primary and secondary schools. For a few hours per week, the pupils tend to the seedlings, learn about environmental protection, and eventually get to take the seedlings home to their farms. Watching these seedlings grow into trees, and seeing these trees benefit their families, is a lesson that will stay with them for life. 🌱#Trees #Reforestation #Empowerment #Africa #Tanzania #Usambara #Rainforest #AfricanRainforest #Sustainability #ClimateChange #ClimateAction #Landscapes #Restoration;609 likes;May 1, 2017;
This year, we're going to plant 3 million trees in Tanzania 🌳🌴 Without your searches, this incredible reforestation project would have been confined to daydreams. You have turned it into action 💚 (link in bio)#Trees #Reforestation #Empowerment #Africa #Tanzania #Usambara #Rainforest #AfricanRainforest #Sustainability #ClimateChange #ClimateAction #Landscapes #Restoration;984 likes;April 28, 2017;Usambara Mountains
Our partner's (OZG) planting site in Burkina Faso, three years apart. Behold the power of trees! 🌲🌳🌴 And thank you 💚#Trees #Reforestation #Empowerment #Africa #GreatGreenWall #UN #Desert #AfricanDesert #Sustainability #ClimateChange #ClimateAction #BurkinaFaso #Landscapes #Restoration #Lilengo;1,205 likes;April 25, 2017;
In Burkina Faso, your searches help us plant dozens of different tree species. Among them is the Red Acacia, an important source for gum arabic. Reaching deep into the earth, its roots draw up groundwater, purify it, and let it evaporate through its leaves. This moisture gathers into clouds before returning to Earth as rain. This primordial cycle has already benefitted the local agriculture. 🌦#Trees #Reforestation #Empowerment #Africa #GreatGreenWall #UN #Desert #AfricanDesert #Sustainability #ClimateChange #ClimateAction #BurkinaFaso #Ouagadougou #Landscapes #Restoration;682 likes;April 21, 2017;
Along the saline coast of the oldest island on Earth (hint: Madagascar) we are planting Mangrove trees. Not only are they able to grow in sea water, they also protect coastal areas from erosion, storm surge, and violent waves. 🌊 By choosing this species, we make sure that each tree you help us plant sets in motion a whole series of positive effects. 🌳#Trees #Reforestation #Empowerment #Sustainability #ClimateChange #ClimateAction #Indonesia #Landscapes #Restoration;669 likes;April 20, 2017;
#WhichTrees (2/4)Mafia-ruled cocaine production led to heavy deforestation of the San Martin Region in the 80s and 90s. But today Peru’s local communities are striving to restore this biodiversity hotspot. Thanks to your searches, they are planting many different tree species, including the Capirona Tree. Native to the Peruvian rainforest, it grows up to a majestic 30 meters and produces an abundance of white, aromatic flowers during the Summer months. 🌸#Trees #Reforestation #Empowerment #Sustainability #ClimateChange #ClimateAction #Indonesia #Landscapes #Restoration;592 likes;April 19, 2017;
#WhichTrees (1/4)We plant a great variety of native tree species in Indonesia, including the Arenga Tree — a fire- and flood resistant miracle tree. The Arenga transforms CO2 and sunlight into over 60 valuable products, the sweetest being a sugary syrup. Thanks to the income generated by these products, poor communities are no longer forced to sell their land to palm oil multinationals. In contrast to the destructive Oil Palm, the Arenga grows best in biodiverse forests 🌴🌲🌳 #Trees #Reforestation #Empowerment #Sustainability #ClimateChange #ClimateAction #Indonesia #Landscapes #Restoration;572 likes;April 18, 2017;
Change starts when a community comes together to plant the seeds for their future.That’s true for you, too, dear Ecosia community. The power of all of you together switching to Ecosia allows us to finance tree-planting projects that will empower change. One tree at a time. (We met the women of this lovely community last year during our visit to the planting project we’re supporting close to Mahajanga, Madagascar);474 likes;April 14, 2017;
The most northern region of Burkina Faso runs right through the Sahel semi-desert. Although a natural phenomenon, human activity - such as excessive land grazing and over-farming - has caused the desert to expand in the past decades. Local populations have been left behind with soils so dry that they can no longer grow trees nor crops to survive.Your searches on Ecosia are helping change that. Step by step the local populations will revive once forested land thanks to a common effort between them, our planting partners and yourself. (Picture taken by our partners at OZG/Beeldkas in the Sahel region in Burkina Faso)#Trees #Reforestation #Empowerment #Africa #GreatGreenWall #UN #Desert #AfricanDesert #Sustainability #ClimateChange #ClimateAction #BurkinaFaso #Ouagadougou #Landscapes #Restoration;702 likes;April 13, 2017;
Ecosia finances tree-planting projects in areas of the world so different from each-other as West Africa, South America and South East Asia. And, yet, across all projects we always hear the same, inspiring message from elderly members of the local communities: Planting trees for them means leaving behind a stable, rich future for their children to flourish in life.#Trees #Empowerment #Green #Sustainability #Climate #ClimateAction #Alternative #Wisdom (We took this picture in Madagascar during our first visit to the project);551 likes;April 12, 2017;
How is tree-planting connected to children's education?Our tree planting partners work directly with communities on the ground, like here in Burkina Faso. By participating in the tree-planting program, both women and men earn a more stable income from different activities. It all starts with the collection of the seeds. Locals are also paid to plant those seeds. As these start growing into mature forests, the community benefits from the many goods that trees provide - such as fruits or a more fertile soil to grow herbs that can feed their cattle.  All of these products can be sold in local markets and as families start earning a more stable income, they can invest it in their future: Better school infrastructures for the education of their children.Thank you for making this possible with your searches! (Pic by our lovely partners at OZG/Beeldkas)#trees #reforestation #africa #education #children #school #photography;493 likes;April 11, 2017;
In rural Burkina Faso women are mostly in charge of sourcing and maintaining the village’s supplies. Deforestation means that they have to walk further distances to find all the necessary forest goods such as timber, branches or leaves. When Pieter tried to carry this 20kg bucket that a local woman was carrying for a few kilometres, he felt for himself the struggle that deforestation brings to women in these communities.You are helping change this. With your searches we can help empower local populations to grow trees and empower themselves to lead better lives. Thank you, Ecosians. #empoweringwomen #reforestation #sustainability #ClimateAction #trees🌳;;April 10, 2017;
